,handicapped_infants_n,handicapped_infants_y,water_project_cost_sharing_n,water_project_cost_sharing_y,adoption_of_the_budget_resolution_n,adoption_of_the_budget_resolution_y,physician_fee_freeze_n,physician_fee_freeze_y,el_salvador_aid_n,el_salvador_aid_y,religious_groups_in_schools_n,religious_groups_in_schools_y,anti_satellite_test_ban_n,anti_satellite_test_ban_y,aid_to_nicaraguan_contras_n,aid_to_nicaraguan_contras_y,mx_missile_n,mx_missile_y,immigration_n,immigration_y,synfuels_corporation_cutback_n,synfuels_corporation_cutback_y,education_spending_n,education_spending_y,superfund_right_to_sue_n,superfund_right_to_sue_y,crime_n,crime_y,duty_free_exports_n,duty_free_exports_y,export_administration_act_south_africa_n,export_administration_act_south_africa_y,cluster,distance
"{'handicapped_infants_n', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n'}",True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.15625
"{'duty_free_exports_n', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.125
"{'crime_y', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.09375
"{'aid_to_nicaraguan_contras_n', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.0625
"{'duty_free_exports_n', 'crime_y', 'export_administration_act_south_africa_y', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,0,0.15625
"{'aid_to_nicaraguan_contras_n', 'religious_groups_in_schools_y', 'mx_missile_n'}",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0625
"{'aid_to_nicaraguan_contras_n', 'religious_groups_in_schools_y', 'mx_missile_n', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.09375
"{'crime_y', 'mx_missile_n'}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.03125
"{'crime_y', 'religious_groups_in_schools_y', 'mx_missile_n'}",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0
"{'superfund_right_to_sue_y', 'mx_missile_n'}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.09375
"{'anti_satellite_test_ban_n', 'mx_missile_n', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.125
"{'mx_missile_n', 'anti_satellite_test_ban_n'}",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.09375
"{'duty_free_exports_n', 'anti_satellite_test_ban_n'}",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.125
"{'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.125
"{'duty_free_exports_n', 'mx_missile_n'}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.09375
"{'crime_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n'}",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,0.125
"{'crime_y', 'aid_to_nicaraguan_contras_n', 'religious_groups_in_schools_y', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.09375
"{'crime_y', 'aid_to_nicaraguan_contras_n', 'religious_groups_in_schools_y'}",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0625
"{'handicapped_infants_n', 'crime_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y'}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,0.09375
"{'crime_y', 'religious_groups_in_schools_y', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0625
"{'superfund_right_to_sue_y', 'religious_groups_in_schools_y', 'mx_missile_n'}",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.0625
"{'handicapped_infants_n', 'crime_y', 'superfund_right_to_sue_y'}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,0.125
"{'anti_satellite_test_ban_n', 'religious_groups_in_schools_y', 'mx_missile_n', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.09375
"{'religious_groups_in_schools_y', 'mx_missile_n', 'anti_satellite_test_ban_n'}",False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0625
"{'crime_y', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y', 'anti_satellite_test_ban_n'}",False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,0.09375
"{'duty_free_exports_n', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n'}",False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.125
"{'aid_to_nicaraguan_contras_n', 'religious_groups_in_schools_y', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.09375
"{'duty_free_exports_n', 'religious_groups_in_schools_y', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.125
"{'mx_missile_n', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.09375
"{'crime_y', 'export_administration_act_south_africa_y', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0.125
"{'duty_free_exports_n', 'religious_groups_in_schools_y', 'superfund_right_to_sue_y'}",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,0.125
{'aid_to_nicaraguan_contras_n'},False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.03125
"{'duty_free_exports_n', 'superfund_right_to_sue_y'}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0.125
"{'handicapped_infants_n', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n'}",True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.125
"{'aid_to_nicaraguan_contras_n', 'religious_groups_in_schools_y'}",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.0625
"{'religious_groups_in_schools_y', 'mx_missile_n', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.0625
"{'handicapped_infants_n', 'religious_groups_in_schools_y', 'duty_free_exports_n'}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0.125
"{'duty_free_exports_n', 'crime_y', 'religious_groups_in_schools_y'}",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0,0.0625
{'el_salvador_aid_y'},False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.09375
"{'anti_satellite_test_ban_n', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0.125
"{'crime_y', 'religious_groups_in_schools_y', 'anti_satellite_test_ban_n'}",False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.0625
"{'crime_y', 'anti_satellite_test_ban_n'}",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.09375
"{'handicapped_infants_n', 'duty_free_exports_n'}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,0.125
"{'superfund_right_to_sue_y', 'anti_satellite_test_ban_n'}",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,0.125
"{'crime_y', 'export_administration_act_south_africa_y', 'mx_missile_n'}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0.0625
"{'aid_to_nicaraguan_contras_n', 'export_administration_act_south_africa_y', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0.09375
"{'crime_y', 'synfuels_corporation_cutback_n', 'export_administration_act_south_africa_y'}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0,0.125
"{'religious_groups_in_schools_y', 'anti_satellite_test_ban_n', 'el_salvador_aid_y'}",False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.125
