id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,class_name
3861,F,medium,large,medium,heavy,medium,medium,medium,old_age
3862,F,large,large,high,heavy,medium,heavy,heavy,old_age
3863,M,small,small,medium,medium,medium,medium,medium,medium_age
3864,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3865,I,small,small,small,light,light,light,light,young
3866,M,medium,medium,high,medium,medium,medium,medium,old_age
3867,F,medium,medium,high,medium,medium,medium,medium,medium_age
3868,F,medium,medium,medium,medium,medium,medium,medium,old_age
3869,F,small,small,medium,light,light,light,light,young
3870,F,medium,medium,high,medium,medium,medium,medium,medium_age
3871,M,medium,medium,high,medium,medium,medium,medium,old_age
3872,F,small,small,small,light,light,light,light,old_age
3873,F,medium,medium,small,medium,light,medium,medium,medium_age
3874,I,small,small,small,light,light,light,light,young
3875,F,medium,medium,medium,medium,medium,medium,medium,old_age
3876,M,small,small,small,light,light,light,light,medium_age
3877,M,medium,medium,high,medium,medium,medium,heavy,old_age
3878,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3879,M,small,small,small,light,light,light,light,medium_age
3880,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3881,I,small,small,small,light,light,light,light,young
3882,F,medium,medium,medium,heavy,medium,heavy,heavy,medium_age
3883,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3884,M,medium,medium,small,medium,medium,medium,medium,medium_age
3885,I,small,small,small,light,light,light,light,medium_age
3886,I,small,small,small,light,light,light,light,young
3887,F,small,small,small,light,light,light,medium,young
3888,F,medium,medium,medium,medium,medium,heavy,medium,medium_age
3889,F,medium,medium,small,medium,medium,medium,medium,old_age
3890,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3891,M,medium,medium,medium,medium,medium,medium,medium,old_age
3892,F,medium,medium,high,medium,medium,medium,heavy,old_age
3893,F,medium,medium,medium,medium,medium,light,heavy,old_age
3894,I,small,small,medium,light,light,light,medium,medium_age
3895,M,medium,medium,medium,medium,medium,medium,medium,old_age
3896,F,large,large,high,heavy,medium,medium,heavy,old_age
3897,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3898,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3899,F,medium,medium,medium,medium,medium,medium,medium,medium_age
3900,I,small,small,small,light,light,light,light,young
3901,M,small,small,medium,light,light,light,light,old_age
3902,F,medium,medium,medium,medium,medium,medium,medium,old_age
3903,I,small,small,small,light,light,light,light,young
3904,M,large,large,high,heavy,medium,heavy,heavy,old_age
3905,M,medium,large,high,medium,medium,medium,heavy,old_age
3906,M,small,small,small,light,light,light,light,young
3907,M,small,small,small,light,light,light,light,young
3908,I,small,medium,medium,medium,medium,medium,medium,old_age
3909,I,small,small,medium,light,light,light,light,medium_age
3910,F,small,small,medium,light,light,light,light,medium_age
3911,M,small,small,medium,light,light,light,medium,old_age
3912,I,small,small,small,light,light,light,light,medium_age
3913,I,medium,medium,medium,medium,medium,medium,medium,old_age
3914,I,medium,medium,medium,medium,medium,medium,medium,old_age
3915,I,medium,medium,medium,medium,medium,medium,medium,old_age
3916,I,medium,medium,high,medium,heavy,heavy,medium,old_age
3917,F,medium,medium,high,medium,medium,medium,medium,medium_age
3918,I,large,medium,high,heavy,medium,heavy,heavy,old_age
3919,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3920,I,medium,medium,medium,medium,medium,medium,medium,old_age
3921,M,small,small,small,light,light,light,light,young
3922,M,small,small,small,light,light,light,light,medium_age
3923,I,medium,medium,medium,medium,medium,medium,medium,medium_age
3924,M,small,small,small,light,light,light,light,old_age
3925,F,medium,medium,high,medium,medium,medium,medium,old_age
3926,F,small,small,small,light,light,medium,light,young
3927,I,medium,medium,high,medium,medium,medium,medium,old_age
3928,I,medium,medium,medium,medium,medium,medium,medium,old_age
3929,I,large,large,high,heavy,heavy,heavy,heavy,medium_age
3930,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3931,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3932,I,medium,medium,high,medium,medium,medium,heavy,old_age
3933,F,medium,small,small,light,light,light,medium,old_age
3934,I,small,small,small,light,light,light,light,young
3935,I,small,small,small,light,light,light,light,young
3936,M,medium,medium,small,medium,medium,medium,medium,old_age
3937,F,small,medium,small,light,light,light,medium,old_age
3938,M,medium,medium,small,medium,medium,medium,heavy,old_age
3939,F,small,small,small,light,light,light,light,medium_age
3940,M,medium,medium,medium,medium,medium,heavy,medium,old_age
3941,M,medium,medium,small,medium,medium,medium,medium,old_age
3942,F,medium,medium,high,heavy,medium,heavy,heavy,old_age
3943,F,medium,medium,small,medium,medium,medium,medium,old_age
3944,M,medium,medium,high,heavy,medium,medium,heavy,old_age
3945,M,medium,medium,high,medium,medium,medium,heavy,old_age
3946,I,small,small,small,light,light,light,light,young
3947,M,medium,medium,high,medium,medium,medium,medium,old_age
3948,M,small,small,medium,medium,light,medium,medium,old_age
3949,F,medium,medium,high,medium,medium,medium,medium,old_age
3950,F,medium,medium,medium,medium,light,medium,medium,old_age
3951,F,medium,medium,medium,medium,light,medium,medium,old_age
3952,F,small,medium,small,medium,light,medium,medium,old_age
3953,I,small,small,small,light,light,light,light,young
3954,I,small,small,small,medium,medium,light,medium,young
3955,M,medium,medium,small,light,medium,light,light,young
3956,I,medium,medium,small,medium,medium,light,medium,medium_age
3957,F,medium,medium,medium,medium,medium,medium,medium,old_age
3958,F,medium,medium,medium,medium,heavy,medium,medium,medium_age
3959,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3960,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3961,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3962,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3963,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3964,I,small,small,small,light,light,light,light,young
3965,I,small,small,small,light,light,light,light,young
3966,I,small,small,small,light,light,light,light,young
3967,I,small,small,small,light,light,light,light,young
3968,I,small,small,small,light,light,light,light,young
3969,I,small,small,small,light,light,light,light,young
3970,I,small,small,small,light,light,light,light,young
3971,I,small,small,small,light,light,light,light,young
3972,I,small,small,small,light,light,light,light,young
3973,M,small,small,small,light,light,light,light,young
3974,I,small,small,small,light,light,light,light,young
3975,I,small,small,small,light,light,light,light,young
3976,I,small,small,medium,light,light,light,light,young
3977,I,small,small,medium,light,light,light,light,young
3978,I,small,small,small,light,light,medium,light,young
3979,M,medium,medium,small,medium,medium,medium,medium,young
3980,M,medium,small,small,medium,medium,medium,light,young
3981,F,medium,medium,small,medium,medium,medium,medium,young
3982,M,medium,medium,medium,medium,medium,medium,medium,young
3983,I,medium,medium,medium,medium,medium,medium,medium,young
3984,F,medium,medium,medium,medium,medium,medium,medium,young
3985,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
3986,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3987,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
3988,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3989,M,large,large,high,heavy,heavy,heavy,heavy,young
3990,F,large,large,high,heavy,heavy,heavy,heavy,old_age
3991,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3992,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3993,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
3994,M,large,large,high,heavy,heavy,heavy,heavy,old_age
3995,I,small,small,small,light,light,light,light,young
3996,I,small,small,small,light,light,light,light,young
3997,I,small,small,small,light,light,light,heavy,young
3998,I,small,small,small,light,light,light,light,young
3999,I,small,small,small,light,light,light,light,young
4000,I,small,small,small,light,light,light,light,young
4001,I,small,small,medium,light,medium,light,light,young
4002,I,small,small,small,medium,medium,medium,light,young
4003,I,medium,small,medium,medium,medium,medium,light,young
4004,I,medium,medium,medium,medium,medium,medium,light,young
4005,M,medium,medium,medium,medium,medium,medium,medium,medium_age
4006,F,medium,medium,medium,medium,medium,medium,medium,medium_age
4007,M,medium,large,medium,medium,medium,heavy,medium,medium_age
4008,F,medium,medium,medium,medium,heavy,medium,medium,old_age
4009,M,medium,medium,medium,heavy,heavy,heavy,heavy,old_age
4010,M,large,large,high,heavy,heavy,heavy,medium,young
4011,M,large,large,medium,heavy,heavy,heavy,medium,medium_age
4012,M,large,large,high,heavy,heavy,medium,medium,medium_age
4013,F,large,large,medium,medium,heavy,heavy,medium,young
4014,M,large,large,high,heavy,heavy,heavy,heavy,young
4015,M,large,large,high,heavy,heavy,heavy,medium,medium_age
4016,M,large,large,medium,heavy,heavy,heavy,medium,medium_age
4017,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
4018,M,large,large,high,heavy,heavy,heavy,medium,old_age
4019,M,large,large,medium,heavy,heavy,heavy,heavy,young
4020,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
4021,F,large,large,high,heavy,heavy,heavy,heavy,old_age
4022,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
4023,M,large,large,high,heavy,heavy,heavy,heavy,old_age
4024,I,small,small,small,light,light,light,light,young
4025,I,small,small,small,light,light,light,light,young
4026,I,small,small,small,light,light,light,light,young
4027,I,small,small,small,light,light,light,light,young
4028,I,small,small,small,light,light,light,light,young
4029,I,small,small,small,light,light,light,light,young
4030,I,small,small,small,light,light,light,light,young
4031,I,small,small,small,light,light,light,light,young
4032,I,small,small,small,light,medium,medium,light,young
4033,I,medium,small,small,medium,medium,medium,medium,young
4034,I,medium,medium,medium,light,light,light,medium,medium_age
4035,M,medium,medium,medium,medium,medium,medium,medium,young
4036,I,medium,medium,medium,medium,medium,medium,medium,old_age
4037,I,medium,medium,medium,medium,medium,medium,medium,young
4038,I,medium,medium,medium,medium,medium,medium,medium,medium_age
4039,I,medium,medium,medium,medium,medium,medium,medium,old_age
4040,I,medium,medium,medium,medium,medium,medium,medium,old_age
4041,F,medium,medium,small,medium,heavy,medium,medium,old_age
4042,I,medium,medium,medium,medium,heavy,medium,medium,medium_age
4043,F,medium,medium,high,medium,heavy,medium,medium,medium_age
4044,F,medium,medium,medium,medium,medium,medium,medium,young
4045,F,medium,medium,medium,medium,medium,heavy,medium,medium_age
4046,M,medium,medium,high,medium,medium,medium,heavy,medium_age
4047,M,large,medium,medium,medium,medium,medium,medium,old_age
4048,M,large,large,medium,medium,heavy,medium,medium,old_age
4049,F,large,large,high,heavy,heavy,medium,heavy,old_age
4050,M,large,large,medium,medium,heavy,medium,heavy,medium_age
4051,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
4052,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
4053,M,large,large,medium,heavy,heavy,heavy,heavy,old_age
4054,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
4055,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
4056,F,large,large,medium,heavy,heavy,heavy,heavy,medium_age
4057,M,large,large,high,heavy,heavy,heavy,heavy,old_age
4058,F,large,large,high,heavy,heavy,heavy,heavy,old_age
4059,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
4060,M,medium,medium,small,medium,medium,medium,light,young
4061,I,medium,medium,medium,medium,medium,medium,medium,young
4062,M,large,large,medium,medium,medium,medium,medium,medium_age
4063,M,large,large,medium,heavy,heavy,heavy,heavy,medium_age
4064,F,large,large,high,heavy,heavy,heavy,heavy,old_age
4065,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
4066,I,small,small,small,light,light,light,light,young
4067,I,small,small,small,light,light,light,light,young
4068,I,small,small,small,light,light,light,light,young
4069,I,small,small,small,light,light,light,light,young
4070,I,small,small,small,light,light,light,light,young
4071,I,small,small,medium,light,medium,light,light,young
4072,I,medium,small,small,light,light,light,light,young
4073,I,medium,small,small,light,light,light,light,young
4074,I,medium,medium,medium,medium,medium,light,medium,medium_age
4075,I,medium,medium,medium,medium,medium,medium,medium,young
4076,M,medium,medium,medium,medium,medium,medium,medium,young
4077,I,medium,medium,medium,medium,medium,medium,medium,young
4078,I,medium,medium,medium,medium,medium,medium,medium,medium_age
4079,M,medium,medium,high,medium,medium,medium,medium,medium_age
4080,M,medium,medium,medium,medium,medium,medium,medium,young
4081,I,medium,medium,medium,medium,medium,medium,medium,young
4082,M,medium,medium,medium,medium,medium,medium,medium,old_age
4083,I,medium,large,medium,heavy,heavy,medium,heavy,medium_age
4084,M,medium,medium,high,medium,heavy,medium,heavy,medium_age
4085,F,medium,large,high,heavy,heavy,heavy,heavy,medium_age
4086,M,medium,large,high,heavy,heavy,heavy,heavy,old_age
4087,M,medium,medium,medium,medium,medium,medium,medium,young
4088,I,large,large,medium,medium,heavy,medium,medium,medium_age
4089,M,large,large,medium,medium,medium,medium,heavy,medium_age
4090,M,large,small,medium,heavy,heavy,heavy,medium,medium_age
4091,M,large,large,high,heavy,heavy,heavy,heavy,old_age
4092,M,large,large,high,heavy,heavy,heavy,heavy,old_age
4093,F,large,large,high,heavy,heavy,heavy,heavy,old_age
4094,M,large,large,high,heavy,heavy,heavy,heavy,old_age
4095,M,large,large,high,heavy,heavy,heavy,heavy,old_age
4096,F,large,large,medium,heavy,heavy,medium,heavy,old_age
4097,F,large,large,high,heavy,heavy,heavy,heavy,old_age
4098,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
4099,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
4100,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
4101,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
4102,F,large,large,medium,heavy,heavy,heavy,heavy,old_age
4103,M,large,large,high,heavy,heavy,heavy,heavy,old_age
4104,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
4105,F,large,large,high,heavy,heavy,heavy,heavy,old_age
4106,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
4107,F,large,large,high,heavy,heavy,heavy,heavy,old_age
4108,I,small,small,small,light,light,light,light,young
4109,I,small,small,small,light,medium,medium,light,young
4110,M,small,small,medium,light,medium,medium,light,young
4111,M,medium,medium,medium,heavy,heavy,heavy,heavy,medium_age
4112,I,medium,medium,medium,medium,medium,medium,medium,young
4113,F,medium,medium,high,heavy,heavy,heavy,heavy,medium_age
4114,I,medium,medium,medium,medium,medium,medium,medium,young
4115,F,medium,medium,medium,medium,heavy,medium,medium,medium_age
4116,F,large,large,medium,heavy,heavy,heavy,medium,medium_age
4117,M,large,large,high,heavy,heavy,heavy,medium,medium_age
4118,F,large,large,high,heavy,heavy,heavy,heavy,medium_age
4119,M,large,large,high,heavy,heavy,heavy,heavy,medium_age
